timestamp,close,high,low,trade_count,open,volume,vwap,SMA_50,SMA_200,RSI,MACD,MACD_Signal,OBV
2024-11-18 05:00:00+00:00,338.71,348.49,330.01,24075,340.725,1327574,340.8683,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,1327574
2024-11-19 05:00:00+00:00,345.88,347.31,332.99,17209,335.765,950295,343.126566,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,2277869
2024-11-20 05:00:00+00:00,342.07,346.58,334.33,11976,345.05,604672,339.731063,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,1673197
2024-11-21 05:00:00+00:00,339.69,347.87,335.34,8542,343.825,559920,341.95118,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,1113277
2024-11-22 05:00:00+00:00,352.67,356.54,337.8,11014,340.99,672497,351.054811,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,1785774
2024-11-25 05:00:00+00:00,338.57,361.81,338.2,13157,360.495,709226,349.173673,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,1076548
2024-11-26 05:00:00+00:00,338.19,346.96,335.69,9150,341.08,554903,341.129352,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,521645
2024-11-27 05:00:00+00:00,332.92,342.44,326.83,9172,341.88,445343,333.297716,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,76302
2024-11-29 05:00:00+00:00,345.13,345.2,334.8,5667,336.235,292912,340.528111,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,369214
2024-12-02 05:00:00+00:00,356.91,359.98,351.17,8441,352.44,439735,355.70707,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,808949
2024-12-03 05:00:00+00:00,351.39,355.65,348.22,9723,351.325,525719,350.847132,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,283230
2024-12-04 05:00:00+00:00,357.73,358.09,348.61,8635,353.26,400117,353.15286,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,683347
2024-12-05 05:00:00+00:00,369.4,375.39,359.64,15957,359.99,992077,370.552734,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,1675424
2024-12-06 05:00:00+00:00,389.27,389.43,370.89,12154,377.19,682149,378.990736,398.0446,,77.16102684733059,26.36255380580201,15.57504278388332,2357573
2024-12-09 05:00:00+00:00,389.99,404.75,378.22,12642,397.61,711423,389.5557,398.0446,,77.37598701057178,26.36255380580201,15.57504278388332,3068996
2024-12-10 05:00:00+00:00,401.0,409.64,390.92,14858,392.64,1033835,403.270788,398.0446,,80.41204469944077,26.36255380580201,15.57504278388332,4102831
2024-12-11 05:00:00+00:00,424.67,424.81,402.56,15631,409.83,1051928,415.572019,398.0446,,85.05530520876894,26.36255380580201,15.57504278388332,5154759
2024-12-12 05:00:00+00:00,418.18,429.25,415.0,14697,424.805,715069,421.854642,398.0446,,79.49133424510784,26.36255380580201,15.57504278388332,4439690
2024-12-13 05:00:00+00:00,436.24,436.255,415.76,10687,420.35,658977,428.231993,398.0446,,82.85283690207899,26.36255380580201,15.57504278388332,5098667
2024-12-16 05:00:00+00:00,463.11,463.11,436.3,17809,441.07,1065311,453.945967,398.0446,,86.41939805918892,26.36255380580201,15.57504278388332,6163978
2024-12-17 05:00:00+00:00,479.86,483.82,457.75,24789,475.39,1252960,473.919693,398.0446,,88.08335884335172,26.36255380580201,15.57504278388332,7416938
2024-12-18 05:00:00+00:00,440.49,488.45,427.11,21473,466.495,1285094,459.152219,398.0446,,67.23196254696667,26.36255380580201,15.57504278388332,6131844
2024-12-19 05:00:00+00:00,436.16,456.32,420.03,18497,451.99,1010431,437.549395,398.0446,,65.39831854294695,26.36255380580201,15.57504278388332,5121413
2024-12-20 05:00:00+00:00,421.13,447.015,417.925,13556,425.135,747481,432.782595,398.0446,,59.34771112389135,26.36255380580201,15.57504278388332,4373932
2024-12-23 05:00:00+00:00,424.7,432.64,417.0,2777,430.865,158426,425.024743,398.0446,,60.28754912834403,26.36255380580201,15.57504278388332,4532358
2024-12-24 05:00:00+00:00,462.27,462.4,435.28,5752,435.92,349563,452.214218,398.0446,,68.53249745283424,26.36255380580201,15.57504278388332,4881921
2024-12-26 05:00:00+00:00,454.15,465.2,451.04,8469,465.01,470369,456.665292,398.0446,,65.37340822668733,26.51602484883807,15.57504278388332,4411552
2024-12-27 05:00:00+00:00,431.7,449.82,426.59,9168,449.05,524440,434.203341,398.0446,,57.48379417062784,24.543205582284145,15.57504278388332,3887112
2024-12-30 05:00:00+00:00,417.41,427.0,415.76,9744,419.105,579297,420.764389,398.0446,,53.09160484929148,21.577911791311294,15.57504278388332,3307815
2024-12-31 05:00:00+00:00,403.74,427.675,402.68,10857,423.79,572891,412.216859,398.0446,,49.217460514278876,17.91828945603271,15.57504278388332,2734924
2025-01-02 05:00:00+00:00,379.49,392.42,373.2,16964,390.43,901790,381.05918,398.0446,,43.195762162238935,12.91239401436394,15.57504278388332,1833134
2025-01-03 05:00:00+00:00,410.43,411.84,379.45,12598,381.39,755417,398.212826,398.0446,,51.37080641743517,11.311394520015313,15.57504278388332,2588551
2025-01-06 05:00:00+00:00,411.21,426.31,401.785,13929,423.25,586072,412.071002,398.0446,,51.560072084656774,9.990367628203558,15.57504278388332,3174623
2025-01-07 05:00:00+00:00,394.56,414.185,390.02,11549,405.65,679866,396.969565,398.0446,,47.32581527052457,7.51331957760226,15.57504278388332,2494757
2025-01-08 05:00:00+00:00,394.95,402.09,387.62,13695,393.05,834969,395.367011,398.0446,,47.43470773207216,5.518101651033135,13.563654557313285,3329726
2025-01-10 05:00:00+00:00,394.72,399.07,384.33,9113,391.59,557079,392.511614,398.0446,,47.37251003546141,3.8736647951624263,11.625656604883114,2772647
2025-01-13 05:00:00+00:00,403.31,403.77,380.35,10280,383.16,546335,392.199114,398.0446,,50.00896416344208,3.2263861782248,9.945802519551451,3318982
2025-01-14 05:00:00+00:00,396.14,422.62,394.68,8691,414.775,511547,408.209657,398.0446,,47.85401694898693,2.110525311071683,8.378747077855499,2807435
2025-01-15 05:00:00+00:00,428.19,429.76,405.7,10183,410.15,573031,419.89241,398.0446,,56.81260126333453,3.7689189301275405,7.456781448309908,3380466
2025-01-16 05:00:00+00:00,413.8,423.26,409.25,8064,423.26,469916,414.704824,398.0446,,52.45522814325592,3.877359299129864,6.740897018473899,2910550
2025-01-17 05:00:00+00:00,426.55,439.66,419.93,9023,421.3,501315,431.577505,398.0446,,55.697451007062114,4.93522728852912,6.379763072484943,3411865
2025-01-21 05:00:00+00:00,423.46,432.77,406.33,11051,432.69,618321,416.143899,398.0446,,54.723478341590024,5.46130360741995,6.196071179471945,2793544
2025-01-22 05:00:00+00:00,414.84,427.945,414.65,7525,416.72,424182,419.861476,398.0446,,51.99209751357394,5.123599257748424,5.981576795127241,2369362
2025-01-23 05:00:00+00:00,412.14,420.325,409.0,5656,416.11,293943,412.585658,398.0446,,51.13123065297082,4.585242866891861,5.702310009480165,2075419
2025-01-24 05:00:00+00:00,406.49,418.0,405.86,8991,414.5,480349,411.71191,398.0446,,49.291966269695685,3.6604879410994613,5.293945595804024,1595070
2025-01-27 05:00:00+00:00,397.41,406.6,389.04,10638,394.655,571035,398.38623,398.0446,,46.40310277910247,2.169919404468942,4.669140357537008,1024035
2025-01-28 05:00:00+00:00,398.19,400.55,386.8,7302,396.72,385722,393.709961,398.0446,,46.692127946847656,1.0395888483685098,3.943230055703308,1409757
2025-01-29 05:00:00+00:00,388.17,398.54,384.575,10420,395.15,664792,390.040724,398.0446,,43.45060122844413,-0.6571611753383308,3.0231518094949807,744965
2025-01-30 05:00:00+00:00,400.17,412.3,384.5,18252,410.575,1237906,399.695668,398.0446,,48.09778688679336,-1.0217697560164538,2.2141674963926943,1982871
2025-01-31 05:00:00+00:00,404.68,419.97,401.425,15129,401.54,968990,412.497117,398.0446,,49.76856059977109,-0.9360155698695394,1.5841308831402476,2951861
2025-02-03 05:00:00+00:00,383.77,389.16,374.36,17560,386.68,1015789,382.662131,398.9458,,42.876989839108624,-2.5261965856249162,0.762065389387215,1936072
2025-02-04 05:00:00+00:00,392.19,393.94,381.41,10795,382.51,574785,386.782522,399.87199999999996,,46.11285949902033,-3.071595426052852,-0.004666773700798377,2510857
2025-02-05 05:00:00+00:00,378.01,388.21,375.58,12560,387.44,608211,381.354292,400.5908,,41.81671688042314,-4.5950663645527925,-0.9227466918711973,1902646
2025-02-06 05:00:00+00:00,373.835,375.23,363.3,10496,373.14,574865,368.649925,401.2737,,40.61686411050927,-6.069351956089179,-1.9520677447147938,1327781
2025-02-07 05:00:00+00:00,361.47,380.28,360.4,12277,370.16,630144,368.533111,401.4497,,37.21139962439697,-8.141634377309003,-3.189981071233636,697637
2025-02-10 05:00:00+00:00,350.655,362.63,350.535,11269,356.2,683263,355.664177,401.6914,,34.4877460742012,-10.535170355446269,-4.659018928076163,14374
2025-02-11 05:00:00+00:00,328.505,349.29,325.13,18207,345.6,1110698,334.336254,401.49770000000007,,29.693986431591156,-14.057340476716888,-6.5386832378043085,-1096324
2025-02-12 05:00:00+00:00,336.44,346.36,329.23,14119,330.0,846124,340.042263,401.56809999999996,,33.27227722011223,-16.02368640675263,-8.435683871593973,-250200
2025-02-13 05:00:00+00:00,355.98,358.56,342.87,12435,345.1,671773,352.647769,401.78509999999994,,41.20763317440097,-15.822918273227913,-9.913130751920761,421573
2025-02-14 05:00:00+00:00,355.92,361.92,347.625,12578,360.53,661557,353.056027,401.76529999999997,,41.19143454013239,-15.490089470344117,-11.028522495605433,-239984
2025-02-18 05:00:00+00:00,354.1,358.99,350.04,7256,355.01,314047,354.37237,401.81949999999995,,40.66919336633477,-15.197986112297372,-11.86241521894382,-554031
2025-02-19 05:00:00+00:00,360.55,367.34,353.82,10202,353.93,517848,361.873317,401.87589999999994,,43.40758421693412,-14.281403867533697,-12.346212948661796,-36183
2025-02-20 05:00:00+00:00,354.44,362.3,348.03,8452,361.7,433006,352.823032,401.5767000000001,,41.45565037332775,-13.887940241379454,-12.654558407205329,-469189
2025-02-21 05:00:00+00:00,337.66,354.92,334.485,14279,353.31,831385,340.384301,400.5445,,36.58944207925063,-14.759979391926606,-13.075642604149586,-1300574
2025-02-24 05:00:00+00:00,330.765,342.3,324.71,10409,338.0,606496,333.594215,399.36,,34.78269568683942,-15.825024545296344,-13.625518992378938,-1907070
2025-02-25 05:00:00+00:00,302.76,327.42,297.325,31381,327.04,1946906,305.315954,397.3952,,28.604498834808183,-18.713136565226534,-14.643042506948458,-3853976
2025-02-26 05:00:00+00:00,290.615,308.945,288.085,16992,303.7,1013763,296.848078,394.71410000000003,,26.413365196249856,-21.731479184086595,-16.060729842376084,-4867739
2025-02-27 05:00:00+00:00,281.97,297.18,280.92,20848,290.71,1432360,288.123467,391.98990000000003,,24.94839338436458,-24.538254977391887,-17.756234869379245,-6300099
2025-02-28 05:00:00+00:00,293.27,293.585,273.64,21302,279.46,1329913,287.061968,389.1305,,30.383590303345855,-25.556233106307502,-19.316234516764897,-4970186
2025-03-03 05:00:00+00:00,284.81,303.89,277.4,21433,300.585,1470188,290.91644,385.56449999999995,,28.70739114068334,-26.737426989574033,-20.800473011326726,-6440374
2025-03-04 05:00:00+00:00,271.83,284.23,261.935,24532,270.86,1590276,271.356882,381.4039,,26.309203092311307,-28.393605365471558,-22.319099482155693,-8030650
2025-03-05 05:00:00+00:00,279.27,279.54,267.81,15462,272.93,979345,273.578625,378.17949999999996,,29.92287492558731,-28.77410289228044,-23.610100164180643,-7051305
2025-03-06 05:00:00+00:00,263.44,272.43,260.09,16325,272.005,1111695,265.220751,374.7251,,26.900248892359784,-30.007095508529233,-24.889499233050362,-8163000
2025-03-07 05:00:00+00:00,262.6,266.125,250.74,18929,259.46,1306030,259.750542,371.55449999999996,,26.745858348887396,-30.698162709196765,-26.051231928279645,-9469030
2025-03-10 04:00:00+00:00,222.09,253.34,220.225,32838,252.49,2861222,233.697657,367.50229999999993,,20.604176671307172,-34.12132746517051,-27.665251035657818,-12330252
2025-03-11 04:00:00+00:00,230.55,237.0,218.17,31657,225.23,2559092,229.813369,362.86789999999996,,24.503168214629966,-35.73957532281179,-29.280115893088613,-9771160
2025-03-12 04:00:00+00:00,248.145,251.81,241.12,25020,247.35,1905319,247.218832,358.7478,,31.984301472991547,-35.19655497967824,-30.46340371040654,-7865841
2025-03-13 04:00:00+00:00,240.68,248.205,232.6,18847,248.205,1210438,238.515309,354.9274,,30.59891813588115,-34.96550992474823,-31.36382495327488,-9076279
2025-03-14 04:00:00+00:00,249.92,251.56,240.75,12134,247.31,870363,246.943863,351.5776,,34.38725128365928,-33.64893035265493,-31.820846033150893,-8205916
